recall_id,organization,product_name,issue,category,updated_at,data_received_at
60744,Health Canada,,Medical devices,Health product - Medical device,2018-03-19,2024-05-29 02:56:22.777816
44519,Health Canada,,Medical devices,Health product - Medical device,2018-03-19,2024-05-29 02:56:22.777816
44512,Health Canada,,Medical devices,Health product - Medical device,2018-03-19,2024-05-29 02:56:22.777816
44491,Health Canada,,Medical devices,Health product - Medical device,2018-03-19,2024-05-29 02:56:22.777816
44508,Health Canada,,Medical devices,Health product - Medical device,2018-03-19,2024-05-29 02:56:22.777816
61123,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2018-03-18,2024-05-29 02:56:22.777816
61122,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2018-03-18,2024-05-29 02:56:22.777816
61117,Canadian Food Inspection Agency,,,Food,2018-03-18,2024-05-29 02:56:22.777816
60763,Health Canada,,Product safety,Health product - Drugs,2018-03-16,2024-05-29 02:56:22.777816
61115,Canadian Food Inspection Agency,,Mustard,Food,2018-03-16,2024-05-29 02:56:22.777816
61116,Canadian Food Inspection Agency,,Egg,Food,2018-03-16,2024-05-29 02:56:22.777816
60757,Health Canada,,,Health product - Natural health products,2018-03-16,2024-05-29 02:56:22.777816
61121,Canadian Food Inspection Agency,,,Food,2018-03-16,2024-05-29 02:56:22.777816
60756,Health Canada,,Product safety,Health product - Biologic or vaccine,2018-03-16,2024-05-29 02:56:22.777816
61126,Canadian Food Inspection Agency,,Egg,Food,2018-03-16,2024-05-29 02:56:22.777816
60755,Health Canada,,Product safety,Health product - Drugs,2018-03-15,2024-05-29 02:56:22.777816
60753,Health Canada,,Fire hazard,Consumer product - Electronics,2018-03-15,2024-05-29 02:56:22.777816
61119,Canadian Food Inspection Agency,,,Food,2018-03-15,2024-05-29 02:56:22.777816
60738,Health Canada,,Choking hazard,Consumer product - Toys and games,2018-03-15,2024-05-29 02:56:22.777816
60739,Health Canada,,Burn hazard,Consumer product - Household items,2018-03-15,2024-05-29 02:56:22.777816
61114,Canadian Food Inspection Agency,,Salmonella,Food,2018-03-15,2024-05-29 02:56:22.777816
57717,Health Canada,,,Consumer product - Sports and fitness,2018-03-15,2024-05-29 02:56:22.777816
67745,Transport Canada,Minivan recalled by FIAT CHRYSLER AUTOMOBILES,Powertrain,"Vehicles - Minivan, Vehicles - SUV",2018-03-15,2024-05-29 02:56:22.777816
61113,Canadian Food Inspection Agency,,Salmonella,Food,2018-03-14,2024-05-29 02:56:22.777816
60754,Health Canada,,,"Health product - Drugs, Health product - Natural health products",2018-03-14,2024-05-29 02:56:22.777816
58071,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
58072,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
58074,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
58069,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
57872,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
57871,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60724,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
57763,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
57767,Health Canada,,Fire hazard,Consumer product - Outdoor living,2018-03-13,2024-05-29 02:56:22.777816
60730,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60723,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60729,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60726,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60727,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60733,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60725,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60732,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
60731,Health Canada,,Medical devices,Health product - Medical device,2018-03-13,2024-05-29 02:56:22.777816
67708,Transport Canada,SUV recalled by BMW,Structure,Vehicles - SUV,2018-03-13,2024-05-29 02:56:22.777816
67706,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - School Bus,2018-03-13,2024-05-29 02:56:22.777816
67705,Transport Canada,Bus recalled by DAIMLER TRUCK NORTH AMERICA,Electrical,Vehicles - Bus,2018-03-13,2024-05-29 02:56:22.777816
61120,Canadian Food Inspection Agency,,E. Coli O157:H7,Food,2018-03-12,2024-05-29 02:56:22.777816
61112,Canadian Food Inspection Agency,,,Food,2018-03-09,2024-05-29 02:56:22.777816
60737,Health Canada,,,Consumer product - Chemicals,2018-03-09,2024-05-29 02:56:22.777816
60735,Health Canada,,,Health product - Drugs,2018-03-08,2024-05-29 02:56:22.777816
68195,Transport Canada,Car recalled by BMW,Structure,Vehicles - Car,2018-03-08,2024-05-29 02:56:22.777816
67717,Transport Canada,SUV recalled by JAGUAR,Brakes,Vehicles - SUV,2018-03-07,2024-05-29 02:56:22.777816
60728,Health Canada,,,"Consumer product - Chemicals, Food",2018-03-07,2024-05-29 02:56:22.777816
60734,Health Canada,,,"Health product - Drugs, Health product - Medical device",2018-03-07,2024-05-29 02:56:22.777816
57869,Health Canada,,Medical devices,Health product - Medical device,2018-03-06,2024-05-29 02:56:22.777816
58056,Health Canada,,Fire hazard,"Consumer product - Appliances, Consumer product - Household items",2018-03-06,2024-05-29 02:56:22.777816
67815,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Accessories,"Vehicles - Motorhome, Vehicles - RV Trailer",2018-03-05,2024-05-29 02:56:22.777816
57759,Canadian Food Inspection Agency,,,Food,2018-03-03,2024-05-29 02:56:22.777816
58075,Canadian Food Inspection Agency,,,Food,2018-03-03,2024-05-29 02:56:22.777816
58235,Health Canada,,Product safety,Health product - Veterinary drugs,2018-03-02,2024-05-29 02:56:22.777816
57852,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
57737,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
57762,Canadian Food Inspection Agency,,Listeria,Food,2018-03-02,2024-05-29 02:56:22.777816
57735,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
57731,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
58057,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
58066,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
58065,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
58064,Health Canada,,Medical devices,Health product - Medical device,2018-03-02,2024-05-29 02:56:22.777816
58073,Health Canada,,,Health product - Drugs,2018-03-02,2024-05-29 02:56:22.777816
61110,Canadian Food Inspection Agency,,,Food,2018-03-02,2024-05-29 02:56:22.777816
61111,Canadian Food Inspection Agency,,,Food,2018-03-02,2024-05-29 02:56:22.777816
58068,Canadian Food Inspection Agency,,,Food - Other,2018-03-01,2024-05-29 02:56:22.777816
57757,Health Canada,,Fire hazard,"Consumer product - Household items, Consumer product - Tools and accessories",2018-03-01,2024-05-29 02:56:22.777816
58070,Health Canada,,Fire hazard,"Consumer product - Household items, Consumer product - Tools and accessories",2018-03-01,2024-05-29 02:56:22.777816
57866,Canadian Food Inspection Agency,,Extraneous Material,Food,2018-02-28,2024-05-29 02:56:22.777816
57943,Canadian Food Inspection Agency,,Peanut,Food,2018-02-28,2024-05-29 02:56:22.777816
58067,Canadian Food Inspection Agency,,,Food,2018-02-27,2024-05-29 02:56:22.777816
57768,Health Canada,,Product safety,Health product - Biologic or vaccine,2018-02-27,2024-05-29 02:56:22.777816
67725,Transport Canada,Motorhome recalled by FOREST RIVER,Lights And Instruments,Vehicles - Motorhome,2018-02-27,2024-05-29 02:56:22.777816
67734,Transport Canada,Car recalled by TOYOTA,Fuel Supply,Vehicles - Car,2018-02-27,2024-05-29 02:56:22.777816
67735,Transport Canada,Bus recalled by SETRA,Accessories,Vehicles - Bus,2018-02-27,2024-05-29 02:56:22.777816
67737,Transport Canada,SUV recalled by FORD,Brakes,Vehicles - SUV,2018-02-27,2024-05-29 02:56:22.777816
67732,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Label,Vehicles - Light Truck & Van,2018-02-27,2024-05-29 02:56:22.777816
67741,Transport Canada,SUV recalled by MITSUBISHI,Visual System,Vehicles - SUV,2018-02-27,2024-05-29 02:56:22.777816
67730,Transport Canada,Car recalled by KARMA,Airbag,Vehicles - Car,2018-02-27,2024-05-29 02:56:22.777816
67727,Transport Canada,Light Truck & Van recalled by TOYOTA,Seats And Restraints,Vehicles - Light Truck & Van,2018-02-27,2024-05-29 02:56:22.777816
67726,Transport Canada,School Bus recalled by NAVISTAR,Engine,Vehicles - School Bus,2018-02-27,2024-05-29 02:56:22.777816
69122,Transport Canada,Motorcycle recalled by SUZUKI,Fuel Supply,Vehicles - Motorcycle,2018-02-26,2024-05-29 02:56:22.777816
69112,Transport Canada,Motorcycle recalled by SUZUKI,Electrical,Vehicles - Motorcycle,2018-02-26,2024-05-29 02:56:22.777816
69111,Transport Canada,Motorcycle recalled by SUZUKI,Engine,Vehicles - Motorcycle,2018-02-26,2024-05-29 02:56:22.777816
67911,Transport Canada,Car recalled by BMW,Lights And Instruments,"Vehicles - Car, Vehicles - SUV",2018-02-26,2024-05-29 02:56:22.777816
68037,Transport Canada,Motorhome recalled by ERWIN HYMER GROUP NORTH AMERICA,Other,Vehicles - Motorhome,2018-02-23,2024-05-29 02:56:22.777816
67830,Transport Canada,Car recalled by MASERATI,Fuel Supply,Vehicles - Car,2018-02-23,2024-05-29 02:56:22.777816
57761,Canadian Food Inspection Agency,,,Food - Other,2018-02-23,2024-05-29 02:56:22.777816
57745,Health Canada,,Product safety,Health product - Drugs,2018-02-23,2024-05-29 02:56:22.777816
57740,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
57860,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
58061,Health Canada,,"Labelling, Product quality",Health product - Natural health products,2018-02-22,2024-05-29 02:56:22.777816
57856,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
58054,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
58060,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
57743,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
58051,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
57858,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
57847,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
57744,Health Canada,,Medical devices,Health product - Medical device,2018-02-22,2024-05-29 02:56:22.777816
67797,Transport Canada,SUV recalled by FIAT CHRYSLER AUTOMOBILES,Fuel Supply,Vehicles - SUV,2018-02-22,2024-05-29 02:56:22.777816
67822,Transport Canada,Truck - Med. & H.D. recalled by VOLVO TRUCKS,Electrical,Vehicles - Truck - Med. & H.D.,2018-02-22,2024-05-29 02:56:22.777816
58058,Canadian Food Inspection Agency,,Peanut,Food,2018-02-21,2024-05-29 02:56:22.777816
57697,Health Canada,,Labelling and packaging,Consumer product - Chemicals,2018-02-20,2024-05-29 02:56:22.777816
57698,Health Canada,,Burn hazard,Consumer product - Household items,2018-02-20,2024-05-29 02:56:22.777816
57738,Canadian Food Inspection Agency,,Extraneous Material,Food,2018-02-20,2024-05-29 02:56:22.777816
67825,Transport Canada,Car recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,"Vehicles - Car, Vehicles - Light Truck & Van, Vehicles - SUV",2018-02-17,2024-05-29 02:56:22.777816
67838,Transport Canada,Motorhome recalled by ENTEGRA COACH,Accessories,Vehicles - Motorhome,2018-02-17,2024-05-29 02:56:22.777816
67859,Transport Canada,Light Truck & Van recalled by MERCEDES-BENZ,Other,Vehicles - Light Truck & Van,2018-02-17,2024-05-29 02:56:22.777816
67844,Transport Canada,Car recalled by MERCEDES-BENZ,Label,Vehicles - Car,2018-02-17,2024-05-29 02:56:22.777816
67846,Transport Canada,Car recalled by MERCEDES-BENZ,Structure,"Vehicles - Car, Vehicles - SUV",2018-02-17,2024-05-29 02:56:22.777816
67749,Transport Canada,Car recalled by VOLKSWAGEN,Label,Vehicles - Car,2018-02-16,2024-05-29 02:56:22.777816
58055,Canadian Food Inspection Agency,,Extraneous Material,Food,2018-02-16,2024-05-29 02:56:22.777816
57688,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57644,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57693,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57695,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57726,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57727,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57733,Canadian Food Inspection Agency,,Mustard,Food,2018-02-16,2024-05-29 02:56:22.777816
57734,Canadian Food Inspection Agency,,,Food,2018-02-16,2024-05-29 02:56:22.777816
58059,Canadian Food Inspection Agency,,Extraneous Material,Food,2018-02-16,2024-05-29 02:56:22.777816
58047,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57850,Canadian Food Inspection Agency,,Milk,Food,2018-02-16,2024-05-29 02:56:22.777816
58041,Health Canada,,,"Consumer product, Health product - Drugs",2018-02-16,2024-05-29 02:56:22.777816
58048,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
58044,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57756,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
57796,Health Canada,,Product safety,Health product - Drugs,2018-02-16,2024-05-29 02:56:22.777816
58052,Health Canada,,Medical devices,Health product - Medical device,2018-02-16,2024-05-29 02:56:22.777816
58050,Health Canada,,Fall hazard,Consumer product - Sports and fitness,2018-02-15,2024-05-29 02:56:22.777816
57662,Health Canada,,Burn hazard,Consumer product - Household items,2018-02-14,2024-05-29 02:56:22.777816
58038,Health Canada,,,Health product - Biologic or vaccine,2018-02-14,2024-05-29 02:56:22.777816
67759,Transport Canada,SUV recalled by LAND ROVER,Lights And Instruments,Vehicles - SUV,2018-02-14,2024-05-29 02:56:22.777816
67828,Transport Canada,Light Truck & Van recalled by FIAT CHRYSLER AUTOMOBILES,Accessories,Vehicles - Light Truck & Van,2018-02-13,2024-05-29 02:56:22.777816
67770,Transport Canada,Car recalled by MITSUBISHI,Accessories,"Vehicles - Car, Vehicles - SUV",2018-02-13,2024-05-29 02:56:22.777816
57694,Canadian Food Inspection Agency,,Peanut,Food,2018-02-13,2024-05-29 02:56:22.777816
57690,Health Canada,,Product safety,Health product - Drugs,2018-02-12,2024-05-29 02:56:22.777816
57643,Health Canada,,,Consumer product - Toys and games,2018-02-12,2024-05-29 02:56:22.777816
67750,Transport Canada,Motorcycle recalled by MV AGUSTA MOTOR SPA,Brakes,Vehicles - Motorcycle,2018-02-12,2024-05-29 02:56:22.777816
67758,Transport Canada,Car recalled by JAGUAR,Fuel Supply,"Vehicles - Car, Vehicles - SUV",2018-02-12,2024-05-29 02:56:22.777816
67748,Transport Canada,Car recalled by BMW,Airbag,Vehicles - Car,2018-02-12,2024-05-29 02:56:22.777816
67747,Transport Canada,Truck - Med. & H.D. recalled by PACCAR,Lights And Instruments,Vehicles - Truck - Med. & H.D.,2018-02-12,2024-05-29 02:56:22.777816
67742,Transport Canada,School Bus recalled by MICRO BIRD,Seats And Restraints,Vehicles - School Bus,2018-02-12,2024-05-29 02:56:22.777816
67855,Transport Canada,Light Truck & Van recalled by FORD,Airbag,Vehicles - Light Truck & Van,2018-02-09,2024-05-29 02:56:22.777816
57648,Canadian Food Inspection Agency,,Milk,Food,2018-02-09,2024-05-29 02:56:22.777816
57679,Health Canada,,Product quality,Health product - Drugs,2018-02-09,2024-05-29 02:56:22.777816
57672,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57677,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57676,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57674,Health Canada,,Product safety,Health product - Drugs,2018-02-09,2024-05-29 02:56:22.777816
57673,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57699,Canadian Food Inspection Agency,,Non harmful (quality or spoilage),Food,2018-02-09,2024-05-29 02:56:22.777816
57664,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57665,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57668,Health Canada,,,Consumer product - Toys and games,2018-02-09,2024-05-29 02:56:22.777816
57670,Health Canada,,Microbial hazard,Consumer product - Beauty and personal care,2018-02-09,2024-05-29 02:56:22.777816
57854,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57855,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57641,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57857,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57753,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
57861,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
58039,Canadian Food Inspection Agency,,,Food,2018-02-09,2024-05-29 02:56:22.777816
57739,Health Canada,,Medical devices,Health product - Medical device,2018-02-09,2024-05-29 02:56:22.777816
58062,Health Canada,,Product safety,Health product - Natural health products,2018-02-09,2024-05-29 02:56:22.777816
57669,Health Canada,,"Burn hazard, Physical hazard",Consumer product - Household items,2018-02-08,2024-05-29 02:56:22.777816
57675,Health Canada,,"Burn hazard, Fire hazard",Consumer product - Electronics,2018-02-08,2024-05-29 02:56:22.777816
57678,Canadian Food Inspection Agency,,Listeria,Food,2018-02-08,2024-05-29 02:56:22.777816
68853,Transport Canada,Car recalled by FERRARI,Airbag,Vehicles - Car,2018-02-08,2024-05-29 02:56:22.777816
57642,Canadian Food Inspection Agency,,,Food,2018-02-07,2024-05-29 02:56:22.777816
58049,Canadian Food Inspection Agency,,Wheat,Food,2018-02-07,2024-05-29 02:56:22.777816
57640,Canadian Food Inspection Agency,,,Food,2018-02-06,2024-05-29 02:56:22.777816
57874,Health Canada,,Fire hazard,Consumer product - Electronics,2018-02-06,2024-05-29 02:56:22.777816
57666,Health Canada,,Medical devices,Health product - Medical device,2018-02-06,2024-05-29 02:56:22.777816
67861,Transport Canada,Motorhome recalled by KEYSTONE,Accessories,Vehicles - Motorhome,2018-02-06,2024-05-29 02:56:22.777816
68132,Transport Canada,Car recalled by FORD,Powertrain,"Vehicles - Car, Vehicles - SUV",2018-02-06,2024-05-29 02:56:22.777816
67806,Transport Canada,Car recalled by TOYOTA,Airbag,Vehicles - Car,2018-02-06,2024-05-29 02:56:22.777816
67877,Transport Canada,Car recalled by VOLKSWAGEN,Fuel Supply,Vehicles - Car,2018-02-06,2024-05-29 02:56:22.777816
57862,Health Canada,,Product safety,Health product - Drugs,2018-02-05,2024-05-29 02:56:22.777816
57741,Health Canada,,Product safety,Health product - Drugs,2018-02-05,2024-05-29 02:56:22.777816
57853,Canadian Food Inspection Agency,,Gluten,Food,2018-02-02,2024-05-29 02:56:22.777816
57865,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2018-02-02,2024-05-29 02:56:22.777816
57667,Canadian Food Inspection Agency,,,Food,2018-02-02,2024-05-29 02:56:22.777816
69032,Transport Canada,Car recalled by VOLKSWAGEN,Airbag,"Vehicles - Car, Vehicles - SUV",2018-02-02,2024-05-29 02:56:22.777816
67845,Transport Canada,Car recalled by MERCEDES-BENZ,Seats And Restraints,Vehicles - Car,2018-02-01,2024-05-29 02:56:22.777816
67843,Transport Canada,SUV recalled by MERCEDES-BENZ,Lights And Instruments,Vehicles - SUV,2018-02-01,2024-05-29 02:56:22.777816
57663,Canadian Food Inspection Agency,,,Food,2018-02-01,2024-05-29 02:56:22.777816
57913,Health Canada,,Laceration hazard,Consumer product - Tools and accessories,2018-02-01,2024-05-29 02:56:22.777816
57660,Health Canada,,Laceration hazard,Consumer product - Outdoor living,2018-02-01,2024-05-29 02:56:22.777816
57859,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57789,Health Canada,,Strangulation hazard,Consumer product - Household items,2018-02-01,2024-05-29 02:56:22.777816
57656,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57645,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57653,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57742,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57706,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57867,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57868,Canadian Food Inspection Agency,,Egg,Food,2018-02-01,2024-05-29 02:56:22.777816
57864,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
58043,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57649,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57650,Health Canada,,Medical devices,Health product - Medical device,2018-02-01,2024-05-29 02:56:22.777816
57876,Canadian Food Inspection Agency,,Listeria,Food,2018-01-31,2024-05-29 02:56:22.777816
57671,Health Canada,,Product safety,Health product - Drugs,2018-01-31,2024-05-29 02:56:22.777816
57594,Health Canada,,Physical hazard,Consumer product - Outdoor living,2018-01-31,2024-05-29 02:56:22.777816
57646,Health Canada,,Fire hazard,Consumer product - Tools and accessories,2018-01-31,2024-05-29 02:56:22.777816
58045,Health Canada,,"Burn hazard, Fire hazard",Consumer product - Toys and games,2018-01-31,2024-05-29 02:56:22.777816
68846,Transport Canada,Car recalled by NISSAN,Airbag,"Vehicles - Car, Vehicles - SUV",2018-01-31,2024-05-29 02:56:22.777816
67771,Transport Canada,SUV recalled by MITSUBISHI,Brakes,Vehicles - SUV,2018-01-31,2024-05-29 02:56:22.777816
67776,Transport Canada,SUV recalled by BMW,Seats And Restraints,Vehicles - SUV,2018-01-31,2024-05-29 02:56:22.777816
67794,Transport Canada,School Bus recalled by DAIMLER TRUCK NORTH AMERICA,Accessories,Vehicles - School Bus,2018-01-31,2024-05-29 02:56:22.777816
67767,Transport Canada,Car recalled by GENERAL MOTORS,Airbag,Vehicles - Car,2018-01-30,2024-05-29 02:56:22.777816
57788,Health Canada,,Labelling,Health product - Drugs,2018-01-30,2024-05-29 02:56:22.777816
57652,Canadian Food Inspection Agency,,,Food,2018-01-30,2024-05-29 02:56:22.777816
57696,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57685,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57700,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57701,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57702,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57704,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57705,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57709,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57710,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57712,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57713,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57714,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57715,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57716,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57719,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57722,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57723,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57725,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57680,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57631,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
58042,Canadian Food Inspection Agency,,Salmonella,Food,2018-01-29,2024-05-29 02:56:22.777816
57632,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57621,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57655,Canadian Food Inspection Agency,,,Food,2018-01-29,2024-05-29 02:56:22.777816
57638,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57647,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57681,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57651,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57689,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57684,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
57626,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
58037,Canadian Food Inspection Agency,,Salmonella,Food,2018-01-29,2024-05-29 02:56:22.777816
57622,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
58035,Health Canada,,Medical devices,Health product - Medical device,2018-01-29,2024-05-29 02:56:22.777816
58040,Canadian Food Inspection Agency,,Salmonella,Food,2018-01-28,2024-05-29 02:56:22.777816
57687,Canadian Food Inspection Agency,,,Food,2018-01-27,2024-05-29 02:56:22.777816
57721,Canadian Food Inspection Agency,,Salmonella,Food,2018-01-26,2024-05-29 02:56:22.777816
57686,Canadian Food Inspection Agency,,Salmonella,Food,2018-01-26,2024-05-29 02:56:22.777816
67789,Transport Canada,Car recalled by HYUNDAI,Brakes,Vehicles - Car,2018-01-26,2024-05-29 02:56:22.777816
67923,Transport Canada,Motorhome recalled by REV RECREATION GROUP,Structure,Vehicles - Motorhome,2018-01-26,2024-05-29 02:56:22.777816
